Name,Record ID,Organization Full Name,Trimmed Name,Shorthand,Type,Sub-Type,EIN,EIN searched,Parent Org,Website,Mission/Description,Network Membership,# Networks,Network Founder,Maps Managed,Tech Tools,People,Street,City,State,Zip,General Contact Email,Org Phone,Location Scope,Location Notes,Data Source,Tax Class/Subsection,Subsection Description,nonprofit class w description,NTEE Code,Goals,Category of Work,Methods,Self-Identified Ideology,Funder Type,External Schema,DFN Coding,Candid Subject,Candid Population,CC Primary Work,CC Topic(s),CC Work Area(s),CC Audiences,Link to Agora,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2016 Revenue,2015 Revenue,Full Data,FLAG FOR REVIEW,Reason for flag/review,Flagged/unflagged by,Notes,Last modified,Created by,Orgs & Funders table,Latest Tax Year (from Link to Agora),DFN 990 data,Last modified by,Ruling Year,IRS Org Name,Resolved,Resolved by,Organization does not exist,Organization does not meet criteria for inclusion,Notes about not meeting criteria,Latitude,Longitude
Woodmen of the World Omaha Woodmen Life Insurance Society,9229,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629336,,,,,,0,,,,,809 Maple St,Mamou,LA,70554,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9230,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630061,,,,,,0,,,,,15521 Old Tullahoma Road,Tullahoma,TN,37388,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9231,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,45-0492776,,,,,,0,,,,,1209 W Dixon Rd,Little Rock,AR,72206,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9232,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7631056,,,,,,0,,,,,129 Newkirk Way,Travelers Rest,SC,29690,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9233,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630759,,,,,,0,,,,,1523 Price House Rd,Roebuck,SC,29376,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9234,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,31-1570881,,,,,,0,,,,,1465 Murphy Ln,Bloomfield,KY,40008,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9235,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,58-1684122,,,,,,0,,,,,131 Mallory Dr,Lagrange,GA,30241,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9236,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629751,,,,,,0,,,,,551 Walnut Grove Rd,New Market,AL,35761,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9237,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,58-1741411,,,,,,0,,,,,837 N College Dr,Cedartown,GA,30125,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9238,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,37-1324974,,,,,,0,,,,,PO Box 1667,Effingham,IL,62401,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9239,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,56-1445454,,,,,,0,,,,,642 Boyd Lake Rd,Hamlet,NC,28345,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9240,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7574055,,,,,,0,,,,,PO Box 335,Minturn,CO,81645,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9241,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629593,,,,,,0,,,,,108 Hank Fry Rd,Clarkesville,GA,30523,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9242,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629643,,,,,,0,,,,,PO Box 15274,New Bern,NC,28561,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9243,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,54-1282893,,,,,,0,,,,,576 Devils Three Jump Rd,Little Plymouth,VA,23091,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9244,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629656,,,,,,0,,,,,4111 N Water Tower Pl Ste E,Mount Vernon,IL,62864,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9245,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630632,,,,,,0,,,,,157 Sylvan Dr,Americus,GA,31709,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9246,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,56-1429380,,,,,,0,,,,,5290 Old Shallotte Rd NW,Shallotte,NC,28470,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9247,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,56-1881888,,,,,,0,,,,,560 Dogwood Trl,Tryon,NC,28782,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9248,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,57-1003367,,,,,,0,,,,,6381 Hwy 301,Alcolu,SC,29001,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9249,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629642,,,,,,0,,,,,168 Deep Springs Church Rd,Peachland,NC,28133,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9250,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,58-1607858,,,,,,0,,,,,114 Stepies Ln,Royston,GA,30662,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9251,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7631034,,,,,,0,,,,,57955 New Erwin Dr,Plaquemine,LA,70764,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9252,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7574026,,,,,,0,,,,,321 Clay St Spc 3,Ashland,OR,97520,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9253,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,56-1719468,,,,,,0,,,,,131 Tokie Ln,Statesville,NC,28625,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9254,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7631125,,,,,,0,,,,,4637 Edgeland Rd,Edgemoor,SC,29712,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9255,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,56-2441091,,,,,,0,,,,,70 Park St,Malone,NY,12953,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9256,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,14-1770703,,,,,,0,,,,,1732 Western Ave,Albany,NY,12203,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9257,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629040,,,,,,0,,,,,120 Olivette Rd,Asheville,NC,28804,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9258,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,58-1484032,,,,,,0,,,,,1186 Ga Highway 21 E,Millen,GA,30442,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9259,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629438,,,,,,0,,,,,1680 Ridge Rd,Lewiston,NY,14092,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9260,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629982,,,,,,0,,,,,865 Livingston Chapel Rd,Delco,NC,28436,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9261,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629177,,,,,,0,,,,,1309 Pheasant Run Rd NE,Fort Payne,AL,35967,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
