Name,City,State,Zip,EIN,Source,Goals,Category of Work,Methods,Focus Areas
Barton County Community College,Great Bend,KS,67530,480720175,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Bay Aging,Urbanna,VA,23175,541085032,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Baylor University,Waco,TX,76706,741159753,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"Beaufort County Association for the Blind and Visually Impaired, INC.",Washington,NC,27889,581882851,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Healthy Futures
Benjamin Rose Institute,Cleveland,OH,44120,340714482,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Bernalillo, Town of",Bernalillo,NM,87004,856000600,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Bethany Christian Services,Grand Rapids,MI,49503,381405282,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Better Community Development Inc,Little Rock,AR,72204,581807967,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
"Bi-County Service, Inc.",Higginsville,MO,64037,431345848,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Big Brothers Big Sisters of America Corporation,Tampa,FL,33607,231365190,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
"Big Brothers Big Sisters of Connecticut, Inc.",Hartford,CT,06106,060850379,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Big Brothers Big Sisters of Western North Carolina,Asheville,NC,28801,581505917,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Big Brothers/Big Sisters Of Tampa Bay, Inc.",Largo,FL,33770,592173085,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Big Sky Youth Empowerment Project, Inc.",Bozeman,MT,59715,810543203,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Billings Metro VISTA Project,Billings,MT,59101,816001237,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures; Veterans and Military Families
Black River United Way,Georgetown,SC,29440,570526145,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Blackstone Valley Community Action Program Inc,Pawtucket,RI,02860,050312991,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures; Veterans and Military Families
"Blount County Community Action Agency, Inc.",Maryville,TN,37803,621561673,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Blue Lake Rancheria,Blue Lake,CA,95525,680078113,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Blue Ridge Community Action, Inc.",Morganton,NC,28655,560855390,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Blue Ridge Medical Center INC,Arrington,VA,22922,541222147,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Blue Valley Community Action Inc.,Fairbury,NE,68352,470492640,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Blueprint Schools Network, Inc.",Needham,MA,02494,274199289,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Board Of Regents Of The University of Nebraska,Lincoln,NE,68503,470049123,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Board of Education City of Chicago,Chicago,IL,60602,366005821,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Board of Regents Southwestern Indian Polytechnic Institute,Albuquerque,NM,87120,850235298,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Board of Trustees of Community College District NO. 508,Chicago,IL,60601,362606236,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"Boat People S.O.S., INC.",Falls Church,VA,22041,541563619,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Books And Breakfast,Evanston,IL,60201,463717739,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Boone County Hospital,Boone,IA,50036,426037625,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Economic Opportunity; Education; Healthy Futures
"Boston Health Care for the Homeless Program, Inc., The",Boston,MA,02118,043160480,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Boston Local Development Corporation,Boston,MA,02210,042681311,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
"Boulder County RSVP Board, Inc.",Boulder,CO,80301,840769724,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures; Veterans and Military Families
Boys & Girls Club of Greater Flint,Flint,MI,48506,383381808,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Boys & Girls Club of Livingston County,Pontiac,IL,61764,370975574,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
Boys & Girls Club of Metro South,Taunton,MA,02780,222963214,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Boys & Girls Club of Pueblo,Pueblo,CO,81004,237307508,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
Boys & Girls Club of Puerto Rico,San Juan,PR,00923,660327584,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
"Boys & Girls Club of Utah County, Inc.",Provo,UT,84606,870293260,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Boys & Girls Club of the Golden Triangle, Inc.",Starkville,MS,39759,262695696,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Boys & Girls Clubs in Indiana Inc.,Indianapolis,IN,46219,814118364,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Boys & Girls Clubs of Bloomington,Bloomington,IN,47404,350997525,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Boys & Girls Clubs of Chicago,Chicago,IL,60612,362166997,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Boys & Girls Clubs of Western Pennsylvania,Pittsburgh,PA,15219,251206970,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Boys & Girls Clubs of the Valley, Inc.",Phoenix,AZ,85008,860550646,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Boys and Girls Club of Dundee Township, Inc.",Carpentersville,IL,60110,364184937,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Boys and Girls Clubs of Dane County, inc",Madison,WI,53713,391925617,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
"Boys and Girls Clubs of Indianapolis, Inc.",Indianapolis,IN,46204,350888754,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Boys' and Girls' Club of North Central Florida, Inc.",Perry,FL,32347,592973927,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Breakthrough,Austin,TX,78702,742991346,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
"Breakthrough Atlanta, Inc.",Atlanta,GA,30327,844725498,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Breakthrough Cincinnati Inc.,Cincinnati,OH,45243,311357625,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Breakthrough New York Inc,New York,NY,10006,270628927,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Breakthrough Silicon Valley,San Jose,CA,95126,262168102,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Breakthrough Twin Cities,Saint Paul,MN,55109,453587267,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Brevard Neighborhood Development Coalition, Inc., The",Melbourne,FL,32935,593483505,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Brigham Young University,Provo,UT,84602,870217280,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Bright Futures,Telluride,CO,81435,202169766,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"Brighton Center, Inc.",Newport,KY,41071,610673886,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Brooke County Committee on Aging, Inc",Follansbee,WV,26037,550516908,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Healthy Futures; Veterans and Military Families
Broome County,Binghamton,NY,13901,156000449,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Bryan County Retired Senior Volunteer Program Inc,Durant,OK,74701,731351152,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures; Veterans and Military Families
Bur Oak Land Trust,Iowa City,IA,52246,421104058,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
Bureau of Land Management - California,Sacramento,CA,95825,84-1024566,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environment
Butler Co. Board of Education,Greenville,AL,36037,636000783,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Butler County Community Resource Council,Poplar Bluff,MO,63901,431821718,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Environmental Stewardship; Healthy Futures
Butler Healthcare Providers,Butler,PA,16001,250965274,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Healthy Futures; Veterans and Military Families
Butte School District #1,Butte,MT,59701,816000956,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
C.E.F.S.  Economic Opportunity Corp.,Effingham,IL,62401,376053117,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
CALIFORNIA CHILDREN AND FAMILIES FOUNDATION INC,Alameda,CA,94501,770561803,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
CARE Community Center,Rogers,AR,72756,46-2973383,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Urban/Rural Development
"CAREER RESOURCES, INC.",Bridgeport,CT,06604,061427945,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
CARROLL COUNTY SCHOOL DISTRICT,Hillsville,VA,24343,546001194,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
CASA FOR CHILDREN OF THE DISTRICT OF COLUMBIA,Washington,DC,20002,030472883,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
CASA INC,Hyattsville,MD,20783,521372972,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education
CASA of Los Angeles,Monterey Park,CA,91754,953890446,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"CASA of Mississippi, Inc.",Yazoo City,MS,39194,432002765,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
CATHOLIC CHARITIES OF NE KANSAS INC,Overland Park,KS,66212,481181305,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
CATHOLIC CHARITIES OF SOUTHWESTERN OHIO,Cincinnati,OH,45237,310536968,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
CATHOLIC CHARITIES OF THE DIOCESE OF FRESNO,Fresno,CA,93701,941678938,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
CATHOLIC CHARITIES OF THE DIOCESE OF OGDENSBURG,Ogdensburg,NY,13669,150614025,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
CATHOLIC CHARITIES USA,Alexandria,VA,22314,530196620,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
CATHOLIC CHARITIES WEST MICHIGAN,Grand Rapids,MI,49503,383012473,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"CATHOLIC CHARITIES, ARCHDIOCESE OF SAN ANTONIO, INC",San Antonio,TX,78212,741109743,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
"CATHOLIC CHARITIES, DIOCESE OF SAN DIEGO",San Diego,CA,92117,237334012,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
CATHOLIC COMMUNITY SERVICES OF WESTERN WASHINGTON,Seattle,WA,98144,911585652,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
CATHOLIC SOCIAL SERVICES,Columbus,OH,43215,314379437,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
CATHOLIC SOCIAL SERVICES OF WASHTENAW COUNTY,Ann Arbor,MI,48108,381654500,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
"CENLA Area Agency on Aging, Inc.",Alexandria,LA,71301,721242809,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
