"","Name","Record ID","Organization Full Name","Trimmed Name","Shorthand","Type","Sub-Type","EIN","EIN searched","Parent Org","Website","Mission/Description","Network Membership","# Networks","Network Founder","Maps Managed","Tech Tools","People","Street","City","State","Zip","General Contact Email","Org Phone","Location Scope","Location Notes","Data Source","Tax Class/Subsection","Subsection Description","nonprofit class w description","NTEE Code","Goals","Category of Work","Methods","Self-Identified Ideology","Funder Type","External Schema","DFN Coding","Candid Subject","Candid Population","CC Primary Work","CC Topic(s)","CC Work Area(s)","CC Audiences","Link to Agora","2022 Revenue","2021 Revenue","2020 Revenue","2019 Revenue","2018 Revenue","2017 Revenue","2016 Revenue","2015 Revenue","Full Data","FLAG FOR REVIEW","Reason for flag/review","Flagged/unflagged by","Notes","Last modified","Created by","Orgs & Funders table","Latest Tax Year (from Link to Agora)","DFN 990 data","Last modified by","Ruling Year","IRS Org Name","Resolved","Resolved by","Organization does not exist","Organization does not meet criteria for inclusion","Notes about not meeting criteria","Latitude","Longitude","lat","long"
"31","Woodmen of the World Omaha Woodmen Life Insurance Society",9217,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","56-2110605",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 296","Williamston","NC",27892,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8546039,-77.0555114
"32","Woodmen of the World Omaha Woodmen Life Insurance Society",9218,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7448959",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4314 San Mateo Ct","Granbury","TX",76048,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4426759,-97.7870525
"33","Woodmen of the World Omaha Woodmen Life Insurance Society",9219,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","58-2315430",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 787","Cartersville","GA",30120,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1652304,-84.7997613
"34","Woodmen of the World Omaha Woodmen Life Insurance Society",9220,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7275279",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"544 De Flores Cir","Rio Vista","CA",94571,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1557502,-121.6913439
"35","Woodmen of the World Omaha Woodmen Life Insurance Society",9221,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1583311",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"102 Yellow Creek Rd","Forsyth","GA",31029,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0344998,-83.9389018
"36","Woodmen of the World Omaha Woodmen Life Insurance Society",9222,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7574060",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"196 Portland Ave","Auburn","CA",95603,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8945939,-121.0739897
"37","Woodmen of the World Omaha Woodmen Life Insurance Society",9223,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629541",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1700 Farnam St","Omaha","NE",68102,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2587459,-95.9383758
"38","Woodmen of the World Omaha Woodmen Life Insurance Society",9224,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629612",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4421 Atlantic Ave","Fayetteville","NC",28306,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0525759,-78.878292
"39","Woodmen of the World Omaha Woodmen Life Insurance Society",9225,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7628688",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"102 Sandhurst Rd","Mundelein","IL",60060,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.263079,-88.0039653
"40","Woodmen of the World Omaha Woodmen Life Insurance Society",9226,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","57-0805160",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"20 Gibb Jordan Rd","Mount Croghan","SC",29727,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7698774,-80.227841
"41","Woodmen of the World Omaha Woodmen Life Insurance Society",9227,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629205",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1810 Chase Dr","Saraland","AL",36571,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.820742,-88.0705556
"42","Woodmen of the World Omaha Woodmen Life Insurance Society",9228,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629288",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"906 Executive Ct","Pineville","LA",71360,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3224044,-92.4343035
"43","Woodmen of the World Omaha Woodmen Life Insurance Society",9229,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629336",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"809 Maple St","Mamou","LA",70554,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6337077,-92.4197754
"44","Woodmen of the World Omaha Woodmen Life Insurance Society",9230,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630061",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"15521 Old Tullahoma Road","Tullahoma","TN",37388,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3620235,-86.2094342
"45","Woodmen of the World Omaha Woodmen Life Insurance Society",9231,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","45-0492776",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1209 W Dixon Rd","Little Rock","AR",72206,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7465071,-92.2896267
"46","Woodmen of the World Omaha Woodmen Life Insurance Society",9232,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631056",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"129 Newkirk Way","Travelers Rest","SC",29690,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.9676167,-82.4434548
"47","Woodmen of the World Omaha Woodmen Life Insurance Society",9233,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630759",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1523 Price House Rd","Roebuck","SC",29376,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8795683,-81.9662139
"48","Woodmen of the World Omaha Woodmen Life Insurance Society",9234,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","31-1570881",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1465 Murphy Ln","Bloomfield","KY",40008,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9103403,-85.316622
"49","Woodmen of the World Omaha Woodmen Life Insurance Society",9235,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1684122",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"131 Mallory Dr","Lagrange","GA",30241,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.039291,-85.0313269
"50","Woodmen of the World Omaha Woodmen Life Insurance Society",9236,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629751",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"551 Walnut Grove Rd","New Market","AL",35761,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.895762,-86.4150421615915
"51","Woodmen of the World Omaha Woodmen Life Insurance Society",9237,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1741411",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"837 N College Dr","Cedartown","GA",30125,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0124425,-85.2559398
"52","Woodmen of the World Omaha Woodmen Life Insurance Society",9238,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","37-1324974",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 1667","Effingham","IL",62401,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1201433,-88.54348
"53","Woodmen of the World Omaha Woodmen Life Insurance Society",9239,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","56-1445454",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"642 Boyd Lake Rd","Hamlet","NC",28345,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8848533,-79.6942758
"54","Woodmen of the World Omaha Woodmen Life Insurance Society",9240,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7574055",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 335","Minturn","CO",81645,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5863749,-106.4308631
"55","Woodmen of the World Omaha Woodmen Life Insurance Society",9241,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629593",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"108 Hank Fry Rd","Clarkesville","GA",30523,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6125971,-83.5248933
"56","Woodmen of the World Omaha Woodmen Life Insurance Society",9242,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629643",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 15274","New Bern","NC",28561,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1084931,-77.0441143
"57","Woodmen of the World Omaha Woodmen Life Insurance Society",9243,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","54-1282893",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"576 Devils Three Jump Rd","Little Plymouth","VA",23091,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.627365,-76.7927393
"58","Woodmen of the World Omaha Woodmen Life Insurance Society",9244,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629656",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4111 N Water Tower Pl Ste E","Mount Vernon","IL",62864,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3172715,-88.9031201
